true_price,pred_price,error
14467200.000000011,16039097.0,1571896.9999999888
11650000.0,18725444.0,7075444.0
8989999.999999994,12248303.0,3258303.0000000056
24765187.99999998,27843308.0,3078120.0000000186
14390000.000000007,16422679.0,2032678.9999999923
10300000.00000001,11909587.0,1609586.9999999907
21400000.00000002,19038400.0,2361600.0000000186
23899999.999999978,27095432.0,3195432.0000000224
35625000.0,38762036.0,3137036.0
48999999.99999996,53460144.0,4460144.000000037
12249999.999999989,18802820.0,6552820.000000011
14170118.000000002,16680345.0,2510226.999999998
21200000.000000004,24362144.0,3162143.9999999963
15900000.000000022,15142706.0,757294.0000000224
29499999.999999966,32639848.0,3139848.000000033
14800000.000000004,14718527.0,81473.00000000373
13700000.000000017,14219830.0,519829.9999999832
29197000.000000004,23588248.0,5608752.000000004
9299999.999999993,11822000.0,2522000.0000000075
29092985.000000007,25246472.0,3846513.000000008
7700000.0000000065,10322312.0,2622311.999999993
29499999.999999966,24187640.0,5312359.999999967
33854660.00000006,36351456.0,2496795.9999999404
11500000.00000002,16972292.0,5472291.99999998
14000000.00000001,15326493.0,1326492.9999999907
13900000.00000002,12776926.0,1123074.0000000205
10700000.000000011,11038690.0,338689.9999999888
12499999.999999983,16708365.0,4208365.000000017
52251759.99999997,48118372.0,4133387.99999997
15392669.000000017,13848419.0,1544250.0000000168
75670000.00000007,73875180.0,1794820.0000000745
32499999.999999955,32825272.0,325272.0000000447
17199999.99999998,14725519.0,2474480.9999999814
11199999.999999998,10438651.0,761348.9999999981
26998999.999999955,27831308.0,832308.0000000447
43900653.000000045,51159644.0,7258990.999999955
28999999.999999948,29257948.0,257948.00000005212
8000000.000000002,7144644.0,855356.0000000019
21557020.0,19727524.0,1829496.0
39999999.99999999,39084536.0,915463.9999999924
27000000.0,24897056.0,2102944.0
6300000.000000002,10845332.0,4545331.999999998
35189400.0,30803040.0,4386360.0
20800000.000000004,18008596.0,2791404.000000004
13499999.999999993,11916517.0,1583482.9999999923
25999999.999999985,28158676.0,2158676.000000015
14999000.000000011,11621548.0,3377452.000000011
44900000.0,40461580.0,4438420.0
8000000.000000002,10947962.0,2947961.999999998
59000000.00000009,57781708.0,1218292.0000000894
18652970.999999966,16506622.0,2146348.9999999665
10280886.00000001,13761501.0,3480614.9999999907
12000000.000000007,15321466.0,3321465.9999999925
15950000.00000002,16949972.0,999971.9999999796
15900000.000000022,15313724.0,586276.0000000224
24899999.99999998,24011680.0,888319.9999999814
16200000.000000024,12164257.0,4035743.000000024
12336999.999999983,12150622.0,186377.99999998324
10599999.999999996,9860164.0,739835.9999999963
17499999.999999985,22298940.0,4798940.000000015
26993838.000000045,27024000.0,30161.999999955297
35499999.999999955,38167564.0,2667564.0000000447
11500000.00000002,15478139.0,3978138.99999998
32995000.00000002,37809988.0,4814987.999999981
18038615.0,16207467.0,1831148.0
17499999.999999985,19879668.0,2379668.000000015
17277095.00000002,10391114.0,6885981.000000019
13900000.00000002,18901560.0,5001559.99999998
9700000.000000007,9827044.0,127043.99999999256
32352998.0,26113796.0,6239202.0
15349999.999999974,19230440.0,3880440.000000026
15510000.00000002,13793193.0,1716807.0000000205
21300000.000000022,27784420.0,6484419.999999978
45269399.99999995,45665436.0,396036.00000005215
44500000.00000008,45546440.0,1046439.999999918
10100000.000000006,9262113.0,837887.0000000056
14766699.999999978,15464919.0,698219.0000000224
27499899.999999978,20942880.0,6557019.999999978
34499999.99999998,34002988.0,497011.9999999777
48066147.00000002,53355320.0,5289172.999999978
196225890.0000001,193323220.0,2902670.0000000894
44999999.99999999,46139440.0,1139440.0000000077
34499999.99999998,38186132.0,3686132.0000000224
19979999.999999985,17804564.0,2175435.999999985
129999999.99999996,126126960.0,3873039.9999999553
14000000.00000001,12520123.0,1479877.0000000093
51584344.99999994,52477852.0,893507.0000000596
33900000.00000005,33616972.0,283028.0000000521
20128402.999999978,20023668.0,104734.99999997763
12000000.000000007,10792238.0,1207762.0000000077
24520931.99999997,22655540.0,1865391.9999999704
12399000.000000004,11932256.0,466744.0000000037
15199999.99999998,10401128.0,4798871.99999998
9800000.000000007,13519393.0,3719392.999999993
20000000.00000001,19108104.0,891896.0000000112
18627000.000000022,23590048.0,4963047.999999978
10599999.999999996,17196284.0,6596284.000000004
31171959.999999978,26514608.0,4657351.999999978
5979999.999999999,11516997.0,5536997.000000001
23234767.0,23071116.0,163651.0
9989999.999999989,11451219.0,1461219.0000000112
16647234.999999974,10269702.0,6377532.999999974
12899999.999999998,13500788.0,600788.0000000019
15300000.000000017,16409091.0,1109090.9999999832
18600000.000000022,17504408.0,1095592.0000000224
16983000.000000004,16083793.0,899207.0000000037
13049999.999999998,13888123.0,838123.0000000019
12799999.99999998,14812309.0,2012309.0000000205
8199999.999999994,12757129.0,4557129.000000006
5999999.000000005,7576795.0,1576795.999999995
19799999.99999998,19503940.0,296059.9999999814
9299999.999999993,8927221.0,372778.99999999255
11500000.00000002,9515583.0,1984417.0000000205
39999999.99999999,37043404.0,2956595.9999999925
38335900.000000015,38449828.0,113927.9999999851
20000000.00000001,17379620.0,2620380.000000011
17999999.999999985,20867916.0,2867916.000000015
35000000.000000015,42206972.0,7206971.999999985
9599999.999999998,11714305.0,2114305.000000002
30324294.00000004,31171012.0,846717.999999959
28899999.99999997,28455572.0,444427.9999999702
29899999.99999997,34562840.0,4662840.00000003
50284439.00000008,50974290.0,689850.999999918
10889999.999999994,14101126.0,3211126.0000000056
12499999.999999983,12403134.0,96865.99999998324
25500000.000000022,18691292.0,6808708.000000022
30869024.99999998,30271160.0,597864.9999999814
30690919.999999955,26332968.0,4357951.999999955
47550000.00000008,48161620.0,611619.999999918
18899999.99999997,16918996.0,1981003.9999999704
37585483.000000045,35134524.0,2450959.0000000447
37666040.00000007,35708988.0,1957052.000000067
56572044.99999991,62723130.0,6151085.000000089
18400000.00000003,19332128.0,932127.9999999702
32950000.000000022,30085760.0,2864240.0000000224
14600000.00000001,15568325.0,968324.9999999908
38500000.00000002,32134856.0,6365144.000000022
50936201.00000007,55541424.0,4605222.999999933
9299999.999999993,9724308.0,424308.00000000745
11150000.000000006,13396950.0,2246949.9999999944
15978136.999999993,13595754.0,2382382.9999999925
104499999.99999996,98179820.0,6320179.999999955
22233103.0,24569944.0,2336841.0
14499999.99999999,15508518.0,1008518.0000000092
30620400.000000022,29990480.0,629920.0000000224
9290000.000000007,9653272.0,363271.99999999255
22999999.99999997,22723916.0,276083.9999999702
10499999.999999994,10760297.0,260297.0000000056
24520188.0,28258480.0,3738292.0
14099999.999999976,12340083.0,1759916.9999999758
127000000.0,129194344.0,2194344.0
11100000.000000017,18084152.0,6984151.999999983
32899941.99999994,31569140.0,1330801.9999999404
46280000.00000005,49792330.0,3512329.999999948
52648460.99999998,52429932.0,218528.99999997765
14200000.000000004,12791874.0,1408126.0000000035
11100000.000000017,16661425.0,5561424.999999983
16971100.00000002,11896487.0,5074613.000000019
27000000.0,27243384.0,243384.0
19748103.0,19387736.0,360367.0
21871262.99999999,19069656.0,2801606.999999989
72149999.99999988,72852030.0,702030.0000001192
11599999.999999983,12245874.0,645874.0000000168
16299752.000000017,13904609.0,2395143.0000000168
59990000.0,61620216.0,1630216.0
11699999.999999993,11315023.0,384976.99999999255
6370000.000000005,8055955.0,1685954.999999995
15990000.000000017,15060614.0,929386.0000000168
26500000.0,26310980.0,189020.0
35235420.00000003,33132800.0,2102620.00000003
16000000.000000026,10144463.0,5855537.000000026
12149999.999999996,16676623.0,4526623.000000004
17898999.999999985,19368812.0,1469812.000000015
44443999.99999993,42780800.0,1663199.999999933
33281499.999999963,27124236.0,6157263.999999963
13490000.000000002,17041420.0,3551419.999999998
11398999.999999993,10474351.0,924648.9999999924
38051386.99999995,40639316.0,2587929.000000052
17249999.99999998,15807852.0,1442147.9999999814
17041514.0,15469137.0,1572377.0
19027591.00000001,15340736.0,3686855.000000011
25201418.00000003,20720892.0,4480526.00000003
20606705.999999985,13520347.0,7086358.999999985
38665704.99999997,33766704.0,4899000.99999997
17499999.999999985,17353284.0,146715.9999999851
12299999.999999983,13952163.0,1652163.0000000168
22689199.999999985,21958920.0,730279.9999999851
23435000.000000007,18338304.0,5096696.000000007
11500000.00000002,12284755.0,784754.9999999795
29909640.00000005,25774928.0,4134712.000000048
17775256.000000004,15580653.0,2194603.000000004
11800000.000000011,10714892.0,1085108.0000000112
36800000.00000003,34143496.0,2656504.00000003
47412705.00000008,49303930.0,1891224.999999918
13499999.999999993,10169007.0,3330992.9999999925
27999999.99999999,22437940.0,5562059.999999989
19921380.999999985,24493676.0,4572295.000000015
13000000.000000011,11805844.0,1194156.0000000112
37999000.000000045,39650080.0,1651079.9999999553
77516999.99999991,75651320.0,1865679.9999999104
20490000.0,18112076.0,2377924.0
9498999.999999993,10508930.0,1009930.0000000076
50211907.0,43809188.0,6402719.0
25699999.99999999,24344264.0,1355735.9999999888
12699999.999999996,15083037.0,2383037.000000004
16799999.0,16156879.0,643120.0
22500000.00000001,16897032.0,5602968.000000011
17499999.999999985,21500380.0,4000380.000000015
33000000.00000001,30943780.0,2056220.0000000112
27500000.00000001,26412296.0,1087704.0000000112
18990000.0,13478969.0,5511031.0
33000000.00000001,31341456.0,1658544.0000000112
14990000.000000017,14832750.0,157250.00000001676
20999999.99999998,16228811.0,4771188.999999981
30115474.99999997,34700236.0,4584761.00000003
15000000.00000001,21191648.0,6191647.999999991
7949999.999999994,11035343.0,3085343.0000000056
9900000.000000011,13756305.0,3856304.999999989
14099999.999999976,10178904.0,3921095.999999976
26501688.999999985,31252572.0,4750883.000000015
35059499.99999994,31220756.0,3838743.999999941
31374890.00000002,26886368.0,4488522.000000019
15300000.000000017,15420854.0,120853.99999998324
20300000.00000001,20287544.0,12456.000000011176
8099999.999999998,11652133.0,3552133.000000002
27000000.0,20448804.0,6551196.0
14949999.999999994,17918932.0,2968932.0000000056
21500000.00000001,25711192.0,4211191.999999989
20999999.99999998,15938095.0,5061904.999999981
11299999.99999999,11648111.0,348111.0000000093
16240941.999999994,16437502.0,196560.0000000056
78999999.99999993,77829464.0,1170535.9999999255
13990000.00000002,15642708.0,1652707.9999999795
19113239.99999997,17627668.0,1485571.9999999702
7300000.000000004,11323443.0,4023442.999999996
6499999.999999999,7527890.5,1027890.5000000008
44999999.99999999,40941184.0,4058815.999999993
17498999.99999997,20367256.0,2868256.00000003
11599999.999999983,9704612.0,1895387.9999999832
22500000.00000001,17164368.0,5335632.000000011
14289999.999999976,11802107.0,2487892.999999976
8199999.999999994,10066151.0,1866151.0000000056
31470250.000000022,28508592.0,2961658.0000000224
42399562.0,40297070.0,2102492.0
29476161.00000005,25714528.0,3761633.000000048
7700000.0000000065,9286471.0,1586470.9999999937
20699999.99999997,26839232.0,6139232.00000003
8149999.999999998,8718942.0,568942.0000000019
